original_index,H2O,CO2,O2,N2,CH4,N2O,CO,O3,SO2,NH3,C2H6,NO2
151,0.0132742292503923,0.2720357013279694,0.3560150209415724,0.3230354309619604,0.0133583282937045,0.0071950044140926,0.0040490822951378,0.001929782961582,0.005826885141338,0.0032276070524574,5.26478925321e-05,2.794672605477537e-07
465,0.0149543603750146,0.2370908616264353,0.3723168132324793,0.3494140885362413,0.0014225080720264,0.0064134079980876,0.0067629869287942,0.0014328599606294,0.0066719590954841,0.0035159617688158,3.3764517656e-06,8.159542259113664e-07
